Round_name,Run_id,Version,Total_timespan,Total_travel_time,Average_travel_Time,Max_Travel_time,Total_#_cars,#_finished,Deadline Misses,Deadline_overTime,Time,Teleport_Jam,Teleport_Yield,Teleport_Wrong_Lane,#_Collisions,#Emergency_stops
Random_English.net.xml-test_R-1-Iteration-3,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-4,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-5,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-6,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-7,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-8,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-9,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-10,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-11,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-12,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-13,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-14,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-15,duaIterate,Meso-DUE.9.5,1350.00,174519.0,174.519,531.0,1000,1000.0,0,0,51.478901863098145,0,0,0,0,0
